,filename,fileid,char_start_offset_edu,char_end_offset_edu,speech_edu_id,text_edu,Conflict_Type,Conflict_Target,Target_Country_Name,Conflict_Target_2,Target_Country_Name_2,Conflict_Target_Intermediate,Conflict_Target_Intermediate_2,char_start_offset_edu_original,char_end_offset_edu_original,speech_sentence_id,paragraph_id,paragraph_id_consecutive,paragraph_id_consecutive_per_file,Conflict_IDs,rstree_nodeid,rstree_nodeid_chain,rstree_relation_leaf,rstree_relation_chain,tokenized_edus,len_tokens_edus,sentence_id_consecutive,sentence_id_consecutive_per_file,rstree_edges,sat_value_rstree,rstree_nodeid_chain_subtree,rstree_relation_chain_subtree,rstree_edges_subtree,sat_value_subtree
4429,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,3602,3751,45,"and that the mechanisms and frequency of dialogue and coordination with countries that contribute military, police and civilian personnel be improved",_,_,_,_,_,_,_,3606,3755,22,8,511,4,1013.0,46,"['46', '104', '105', '106', '108', '109', '117', '123', '124']",elaboration_nucleus,"['elaboration_nucleus', 'conjunction', 'conjunction_nucleus', 'solutionhood', 'conjunction_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['and', 'that', 'the', 'mechanisms', 'and', 'frequency', 'of', 'dialogue', 'and', 'coordination', 'with', 'countries', 'that', 'contribute', 'military', ',', 'police', 'and', 'civilian', 'personnel', 'be', 'improved']",22,2014,18,9,8,"['46', '104', '105', '106', '108']","['elaboration_nucleus', 'conjunction', 'conjunction_nucleus', 'solutionhood', 'conjunction_nucleus']",5,5
4430,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,3752,3803,46,"with a view to examining and discussing this issue,",_,_,_,_,_,_,_,3756,3807,22,8,511,4,1013.0,47,"['47', '103', '46', '104', '105', '106', '108', '109', '117', '123', '124']",conjunction,"['conjunction', 'elaboration', 'elaboration_nucleus', 'conjunction', 'conjunction_nucleus', 'solutionhood', 'conjunction_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['with', 'a', 'view', 'to', 'examining', 'and', 'discussing', 'this', 'issue', ',']",10,2014,18,11,10,"['47', '103', '46', '104', '105', '106', '108']","['conjunction', 'elaboration', 'elaboration_nucleus', 'conjunction', 'conjunction_nucleus', 'solutionhood', 'conjunction_nucleus']",7,7
4431,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,3804,3909,47,and to advancing concerted actions that have greater impact on prevention and the fight against impunity.,_,_,_,_,_,_,_,3808,3913,22,8,511,4,1013.0,48,"['48', '103', '46', '104', '105', '106', '108', '109', '117', '123', '124']",conjunction,"['conjunction', 'elaboration', 'elaboration_nucleus', 'conjunction', 'conjunction_nucleus', 'solutionhood', 'conjunction_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['and', 'to', 'advancing', 'concerted', 'actions', 'that', 'have', 'greater', 'impact', 'on', 'prevention', 'and', 'the', 'fight', 'against', 'impunity', '.']",17,2014,18,11,10,"['48', '103', '46', '104', '105', '106', '108']","['conjunction', 'elaboration', 'elaboration_nucleus', 'conjunction', 'conjunction_nucleus', 'solutionhood', 'conjunction_nucleus']",7,7
4432,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,3910,4012,48,"With this resolution, the Security Council has taken up the flag in the fight against this type of act",_,_,_,_,_,_,_,3914,4016,23,8,511,4,1013.0,49,"['49', '108', '109', '117', '123', '124']",conjunction,"['conjunction', 'conjunction_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['With', 'this', 'resolution', ',', 'the', 'Security', 'Council', 'has', 'taken', 'up', 'the', 'flag', 'in', 'the', 'fight', 'against', 'this', 'type', 'of', 'act']",20,2015,19,6,5,"['49', '108']","['conjunction', 'conjunction_nucleus']",2,2
4433,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,4013,4076,49,and is obliged to coordinate with troop-contributing countries.,_,_,_,_,_,_,_,4017,4080,23,8,511,4,1013.0,50,"['50', '108', '109', '117', '123', '124']",conjunction,"['conjunction', 'conjunction_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['and', 'is', 'obliged', 'to', 'coordinate', 'with', 'troop', '-', 'contributing', 'countries', '.']",11,2015,19,6,5,"['50', '108']","['conjunction', 'conjunction_nucleus']",2,2
4434,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,4077,4096,50,"Finally, we believe",_,_,_,_,_,_,_,4082,4101,25,10,512,5,1014.0,51,"['51', '111', '112', '115', '116', '117', '123', '124']",attribution,"['attribution', 'attribution_nucleus', 'reason-S', 'reason-S_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['Finally', ',', 'we', 'believe']",4,2016,20,8,7,"['51', '111', '112', '115']","['attribution', 'attribution_nucleus', 'reason-S', 'reason-S_nucleus']",4,4
4435,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,4097,4149,51,"that it is not a question of stigmatizing countries,",_,_,_,_,_,_,_,4102,4154,25,10,512,5,1014.0,52,"['52', '53', '111', '112', '115', '116', '117', '123', '124']",antithesis,"['antithesis', 'antithesis_nucleus', 'attribution_nucleus', 'reason-S', 'reason-S_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['that', 'it', 'is', 'not', 'a', 'question', 'of', 'stigmatizing', 'countries', ',']",10,2016,20,9,8,"['52', '53', '111', '112', '115']","['antithesis', 'antithesis_nucleus', 'attribution_nucleus', 'reason-S', 'reason-S_nucleus']",5,5
4436,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,4150,4194,52,but rather a question of delivering justice.,_,_,_,_,_,_,_,4155,4199,25,10,512,5,1014.0,53,"['53', '111', '112', '115', '116', '117', '123', '124']",antithesis_nucleus,"['antithesis_nucleus', 'attribution_nucleus', 'reason-S', 'reason-S_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['but', 'rather', 'a', 'question', 'of', 'delivering', 'justice', '.']",8,2016,20,8,7,"['53', '111', '112', '115']","['antithesis_nucleus', 'attribution_nucleus', 'reason-S', 'reason-S_nucleus']",4,4
4437,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,4195,4294,53,"We therefore insist on the need to fully implement Article 44 of the Charter of the United Nations,",_,_,_,_,_,_,_,4200,4299,26,10,512,5,1014.0,54,"['54', '113', '114', '115', '116', '117', '123', '124']",elaboration_nucleus,"['elaboration_nucleus', 'evaluation-S_nucleus', 'evaluation-S_nucleus', 'reason-S_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['We', 'therefore', 'insist', 'on', 'the', 'need', 'to', 'fully', 'implement', 'Article', '44', 'of', 'the', 'Charter', 'of', 'the', 'United', 'Nations', ',']",19,2017,21,8,7,"['54', '113', '114', '115']","['elaboration_nucleus', 'evaluation-S_nucleus', 'evaluation-S_nucleus', 'reason-S_nucleus']",4,4
4438,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,4295,4512,54,"which establishes the requirement to invite troop-contributing countries to participate, in an active and binding manner, in the decision-making process with regard to the deployment oftroops in peacekeeping missions.",_,_,_,_,_,_,_,4300,4517,26,10,512,5,1014.0,55,"['55', '54', '113', '114', '115', '116', '117', '123', '124']",elaboration,"['elaboration', 'elaboration_nucleus', 'evaluation-S_nucleus', 'evaluation-S_nucleus', 'reason-S_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['which', 'establishes', 'the', 'requirement', 'to', 'invite', 'troop', '-', 'contributing', 'countries', 'to', 'participate', ',', 'in', 'an', 'active', 'and', 'binding', 'manner', ',', 'in', 'the', 'decision', '-', 'making', 'process', 'with', 'regard', 'to', 'the', 'deployment', 'oftroops', 'in', 'peacekeeping', 'missions', '.']",36,2017,21,9,8,"['55', '54', '113', '114', '115']","['elaboration', 'elaboration_nucleus', 'evaluation-S_nucleus', 'evaluation-S_nucleus', 'reason-S_nucleus']",5,5
4439,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,4513,4552,55,That has never really been operational.,_,_,_,_,_,_,_,4518,4557,27,10,512,5,1014.0,56,"['56', '113', '114', '115', '116', '117', '123', '124']",evaluation-S,"['evaluation-S', 'evaluation-S_nucleus', 'evaluation-S_nucleus', 'reason-S_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['That', 'has', 'never', 'really', 'been', 'operational', '.']",7,2018,22,8,7,"['56', '113', '114', '115']","['evaluation-S', 'evaluation-S_nucleus', 'evaluation-S_nucleus', 'reason-S_nucleus']",4,4
4440,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,4553,4664,56,That single action could help enormously to prevent and punish this type of reprehensible and despicable crime.,Direct_NegEval,Underspecified,Underdefined,_,_,-NONE-,_,4558,4669,28,10,512,5,1015.0,57,"['57', '114', '115', '116', '117', '123', '124']",evaluation-S,"['evaluation-S', 'evaluation-S_nucleus', 'reason-S_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['That', 'single', 'action', 'could', 'help', 'enormously', 'to', 'prevent', 'and', 'punish', 'this', 'type', 'of', 'reprehensible', 'and', 'despicable', 'crime', '.']",18,2019,23,7,6,"['57', '114', '115']","['evaluation-S', 'evaluation-S_nucleus', 'reason-S_nucleus']",3,3
4441,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,4665,4679,57,"In conclusion,",_,_,_,_,_,_,_,4671,4685,30,12,513,6,1016.0,58,"['58', '119', '61', '120', '117', '123', '124']",sameunit,"['sameunit', 'attribution', 'attribution_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['In', 'conclusion', ',']",3,2020,24,7,5,"['58', '119', '61']","['sameunit', 'attribution', 'attribution_nucleus']",3,2
4442,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,4680,4711,58,"having adopted this resolution,",_,_,_,_,_,_,_,4686,4717,30,12,513,6,1016.0,59,"['59', '60', '118', '119', '61', '120', '117', '123', '124']",circumstance,"['circumstance', 'circumstance_nucleus', 'sameunit', 'attribution', 'attribution_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['having', 'adopted', 'this', 'resolution', ',']",5,2020,24,9,7,"['59', '60', '118', '119', '61']","['circumstance', 'circumstance_nucleus', 'sameunit', 'attribution', 'attribution_nucleus']",5,4
4443,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,4712,4719,59,we hope,_,_,_,_,_,_,_,4718,4725,30,12,513,6,1016.0,60,"['60', '118', '119', '61', '120', '117', '123', '124']",circumstance_nucleus,"['circumstance_nucleus', 'sameunit', 'attribution', 'attribution_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['we', 'hope']",2,2020,24,8,6,"['60', '118', '119', '61']","['circumstance_nucleus', 'sameunit', 'attribution', 'attribution_nucleus']",4,3
4444,UNSC_2016_SPV.7643_spch011_edu_Venezuela_(Bolivarian_Republic_Of).txt,UNSC_2016_SPV.7643_spch011,4720,4841,60,"that we will never again have to discuss abuses against women, children and the most vulnerable groups in armed conflict.",_,_,_,_,_,_,_,4726,4847,30,12,513,6,1016.0,61,"['61', '120', '117', '123', '124']",attribution_nucleus,"['attribution_nucleus', 'joint', 'result', 'result_nucleus', 'root']","['that', 'we', 'will', 'never', 'again', 'have', 'to', 'discuss', 'abuses', 'against', 'women', ',', 'children', 'and', 'the', 'most', 'vulnerable', 'groups', 'in', 'armed', 'conflict', '.']",22,2020,24,5,4,['61'],['attribution_nucleus'],1,1
4445,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,0,48,0,Ukraine welcomes the adoption of resolution 2272,_,_,_,_,_,_,_,0,48,0,0,514,0,1017.0,1,"['1', '24', '25', '26', '43', '44']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'evaluation-S_nucleus', 'joint', 'preparation', 'preparation_nucleus', 'root']","['Ukraine', 'welcomes', 'the', 'adoption', 'of', 'resolution', '2272']",7,2021,0,6,5,"['1', '24', '25', '26']","['e-elaboration_nucleus', 'evaluation-S_nucleus', 'joint', 'preparation']",4,3
4446,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,49,56,1,"(2016),",_,_,_,_,_,_,_,49,56,0,0,514,0,1017.0,2,"['2', '1', '24', '25', '26', '43', '44']",e-elaboration,"['e-elaboration', 'e-elaboration_nucleus', 'evaluation-S_nucleus', 'joint', 'preparation', 'preparation_nucleus', 'root']","['(', '2016', ')', ',']",4,2021,0,7,6,"['2', '1', '24', '25', '26']","['e-elaboration', 'e-elaboration_nucleus', 'evaluation-S_nucleus', 'joint', 'preparation']",5,4
4447,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,57,102,2,which we consider to be a milestone document.,_,_,_,_,_,_,_,57,102,0,0,514,0,1017.0,3,"['3', '24', '25', '26', '43', '44']",evaluation-S,"['evaluation-S', 'evaluation-S_nucleus', 'joint', 'preparation', 'preparation_nucleus', 'root']","['which', 'we', 'consider', 'to', 'be', 'a', 'milestone', 'document', '.']",9,2021,0,6,5,"['3', '24', '25', '26']","['evaluation-S', 'evaluation-S_nucleus', 'joint', 'preparation']",4,3
4448,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,103,177,3,We commend the United States delegation for its leadership in that regard.,_,_,_,_,_,_,_,103,177,1,0,514,0,1017.0,4,"['4', '26', '43', '44']",joint,"['joint', 'preparation', 'preparation_nucleus', 'root']","['We', 'commend', 'the', 'United', 'States', 'delegation', 'for', 'its', 'leadership', 'in', 'that', 'regard', '.']",13,2022,1,4,3,"['4', '26']","['joint', 'preparation']",2,1
4449,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,178,203,4,During yesterday's debate,_,_,_,_,_,_,_,179,204,3,2,515,1,1018.0,5,"['5', '27', '7', '28', '29', '30', '39', '40', '43', '44']",evidence_nucleus,"['evidence_nucleus', 'circumstance', 'circumstance_nucleus', 'antithesis', 'antithesis_nucleus', 'solutionhood', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['During', 'yesterday', ""'s"", 'debate']",4,2023,2,10,10,"['5', '27', '7', '28', '29', '30', '39']","['evidence_nucleus', 'circumstance', 'circumstance_nucleus', 'antithesis', 'antithesis_nucleus', 'solutionhood', 'solutionhood_nucleus']",7,7
4450,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,204,220,5,"(see S/PV.7642),",_,_,_,_,_,_,_,205,221,3,2,515,1,1018.0,6,"['6', '5', '27', '7', '28', '29', '30', '39', '40', '43', '44']",evidence,"['evidence', 'evidence_nucleus', 'circumstance', 'circumstance_nucleus', 'antithesis', 'antithesis_nucleus', 'solutionhood', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['(', 'see', 'S', '/', 'PV.7642', ')', ',']",7,2023,2,11,11,"['6', '5', '27', '7', '28', '29', '30', '39']","['evidence', 'evidence_nucleus', 'circumstance', 'circumstance_nucleus', 'antithesis', 'antithesis_nucleus', 'solutionhood', 'solutionhood_nucleus']",8,8
4451,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,221,366,6,the lack of sufficient progress in the fight against sexual exploitation and abuse in the past decade was acknowledged by almost all delegations.,_,_,_,_,_,_,_,222,367,3,2,515,1,1018.0,7,"['7', '28', '29', '30', '39', '40', '43', '44']",circumstance_nucleus,"['circumstance_nucleus', 'antithesis', 'antithesis_nucleus', 'solutionhood', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['the', 'lack', 'of', 'sufficient', 'progress', 'in', 'the', 'fight', 'against', 'sexual', 'exploitation', 'and', 'abuse', 'in', 'the', 'past', 'decade', 'was', 'acknowledged', 'by', 'almost', 'all', 'delegations', '.']",24,2023,2,8,8,"['7', '28', '29', '30', '39']","['circumstance_nucleus', 'antithesis', 'antithesis_nucleus', 'solutionhood', 'solutionhood_nucleus']",5,5
4452,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,367,426,7,"Unfortunately, the number ofallegations has not diminished.",_,_,_,_,_,_,_,368,427,4,2,515,1,1018.0,8,"['8', '29', '30', '39', '40', '43', '44']",background_nucleus,"['background_nucleus', 'antithesis_nucleus', 'solutionhood', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['Unfortunately', ',', 'the', 'number', 'ofallegations', 'has', 'not', 'diminished', '.']",9,2024,3,7,7,"['8', '29', '30', '39']","['background_nucleus', 'antithesis_nucleus', 'solutionhood', 'solutionhood_nucleus']",4,4
4453,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,427,494,8,The crimes committed today are as appalling as they were years ago.,_,_,_,_,_,_,_,428,495,5,2,515,1,1018.0,9,"['9', '8', '29', '30', '39', '40', '43', '44']",background,"['background', 'background_nucleus', 'antithesis_nucleus', 'solutionhood', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['The', 'crimes', 'committed', 'today', 'are', 'as', 'appalling', 'as', 'they', 'were', 'years', 'ago', '.']",13,2025,4,8,8,"['9', '8', '29', '30', '39']","['background', 'background_nucleus', 'antithesis_nucleus', 'solutionhood', 'solutionhood_nucleus']",5,5
4454,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,495,505,9,We believe,_,_,_,_,_,_,_,496,506,6,2,515,1,1018.0,10,"['10', '31', '32', '13', '33', '39', '40', '43', '44']",attribution,"['attribution', 'attribution_nucleus', 'reason-S', 'reason-S_nucleus', 'elaboration_nucleus', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['We', 'believe']",2,2026,5,9,9,"['10', '31', '32', '13', '33', '39']","['attribution', 'attribution_nucleus', 'reason-S', 'reason-S_nucleus', 'elaboration_nucleus', 'solutionhood_nucleus']",6,6
4455,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,506,579,10,that the Security Council is uniquely positioned to send a strong message,_,_,_,_,_,_,_,507,580,6,2,515,1,1018.0,11,"['11', '12', '31', '32', '13', '33', '39', '40', '43', '44']",enablement,"['enablement', 'enablement_nucleus', 'attribution_nucleus', 'reason-S', 'reason-S_nucleus', 'elaboration_nucleus', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['that', 'the', 'Security', 'Council', 'is', 'uniquely', 'positioned', 'to', 'send', 'a', 'strong', 'message']",12,2026,5,10,10,"['11', '12', '31', '32', '13', '33', '39']","['enablement', 'enablement_nucleus', 'attribution_nucleus', 'reason-S', 'reason-S_nucleus', 'elaboration_nucleus', 'solutionhood_nucleus']",7,7
4456,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,580,605,11,to confront this problem.,_,_,_,_,_,_,_,581,606,6,2,515,1,1018.0,12,"['12', '31', '32', '13', '33', '39', '40', '43', '44']",enablement_nucleus,"['enablement_nucleus', 'attribution_nucleus', 'reason-S', 'reason-S_nucleus', 'elaboration_nucleus', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['to', 'confront', 'this', 'problem', '.']",5,2026,5,9,9,"['12', '31', '32', '13', '33', '39']","['enablement_nucleus', 'attribution_nucleus', 'reason-S', 'reason-S_nucleus', 'elaboration_nucleus', 'solutionhood_nucleus']",6,6
4457,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,606,672,12,That is why we fully supported the adoption of today's resolution.,_,_,_,_,_,_,_,607,673,7,2,515,1,1018.0,13,"['13', '33', '39', '40', '43', '44']",reason-S_nucleus,"['reason-S_nucleus', 'elaboration_nucleus', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['That', 'is', 'why', 'we', 'fully', 'supported', 'the', 'adoption', 'of', 'today', ""'s"", 'resolution', '.']",13,2027,6,6,6,"['13', '33', '39']","['reason-S_nucleus', 'elaboration_nucleus', 'solutionhood_nucleus']",3,3
4458,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,673,680,13,We hope,_,_,_,_,_,_,_,674,681,8,2,515,1,1018.0,14,"['14', '37', '38', '33', '39', '40', '43', '44']",attribution,"['attribution', 'attribution_nucleus', 'elaboration', 'elaboration_nucleus', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['We', 'hope']",2,2028,7,8,8,"['14', '37', '38', '33', '39']","['attribution', 'attribution_nucleus', 'elaboration', 'elaboration_nucleus', 'solutionhood_nucleus']",5,5
4459,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,681,698,14,that the document,_,_,_,_,_,_,_,682,699,8,2,515,1,1018.0,15,"['15', '34', '35', '36', '37', '38', '33', '39', '40', '43', '44']",elaboration_nucleus,"['elaboration_nucleus', 'sameunit', 'circumstance', 'circumstance_nucleus', 'attribution_nucleus', 'elaboration', 'elaboration_nucleus', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['that', 'the', 'document']",3,2028,7,11,10,"['15', '34', '35', '36', '37', '38', '33', '39']","['elaboration_nucleus', 'sameunit', 'circumstance', 'circumstance_nucleus', 'attribution_nucleus', 'elaboration', 'elaboration_nucleus', 'solutionhood_nucleus']",8,7
4460,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,699,714,15,we have adopted,_,_,_,_,_,_,_,700,715,8,2,515,1,1018.0,16,"['16', '15', '34', '35', '36', '37', '38', '33', '39', '40', '43', '44']",elaboration,"['elaboration', 'elaboration_nucleus', 'sameunit', 'circumstance', 'circumstance_nucleus', 'attribution_nucleus', 'elaboration', 'elaboration_nucleus', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['we', 'have', 'adopted']",3,2028,7,12,11,"['16', '15', '34', '35', '36', '37', '38', '33', '39']","['elaboration', 'elaboration_nucleus', 'sameunit', 'circumstance', 'circumstance_nucleus', 'attribution_nucleus', 'elaboration', 'elaboration_nucleus', 'solutionhood_nucleus']",9,8
4461,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,715,768,16,will serve as a clear signal to all parties concerned,_,_,_,_,_,_,_,716,769,8,2,515,1,1018.0,17,"['17', '35', '36', '37', '38', '33', '39', '40', '43', '44']",sameunit,"['sameunit', 'circumstance', 'circumstance_nucleus', 'attribution_nucleus', 'elaboration', 'elaboration_nucleus', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['will', 'serve', 'as', 'a', 'clear', 'signal', 'to', 'all', 'parties', 'concerned']",10,2028,7,10,9,"['17', '35', '36', '37', '38', '33', '39']","['sameunit', 'circumstance', 'circumstance_nucleus', 'attribution_nucleus', 'elaboration', 'elaboration_nucleus', 'solutionhood_nucleus']",7,6
4462,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,769,862,17,that the Security Council stands for the pressing need to implement a more assertive approach,_,_,_,_,_,_,_,770,863,8,2,515,1,1018.0,18,"['18', '36', '37', '38', '33', '39', '40', '43', '44']",purpose_nucleus,"['purpose_nucleus', 'circumstance_nucleus', 'attribution_nucleus', 'elaboration', 'elaboration_nucleus', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['that', 'the', 'Security', 'Council', 'stands', 'for', 'the', 'pressing', 'need', 'to', 'implement', 'a', 'more', 'assertive', 'approach']",15,2028,7,9,9,"['18', '36', '37', '38', '33', '39']","['purpose_nucleus', 'circumstance_nucleus', 'attribution_nucleus', 'elaboration', 'elaboration_nucleus', 'solutionhood_nucleus']",6,6
4463,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,863,937,18,in order to address the scourge of sexual exploitation and abuse promptly.,_,_,_,_,_,_,_,864,938,8,2,515,1,1018.0,19,"['19', '18', '36', '37', '38', '33', '39', '40', '43', '44']",purpose,"['purpose', 'purpose_nucleus', 'circumstance_nucleus', 'attribution_nucleus', 'elaboration', 'elaboration_nucleus', 'solutionhood_nucleus', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['in', 'order', 'to', 'address', 'the', 'scourge', 'of', 'sexual', 'exploitation', 'and', 'abuse', 'promptly', '.']",13,2028,7,10,10,"['19', '18', '36', '37', '38', '33', '39']","['purpose', 'purpose_nucleus', 'circumstance_nucleus', 'attribution_nucleus', 'elaboration', 'elaboration_nucleus', 'solutionhood_nucleus']",7,7
4464,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,938,1104,19,"As an active troop- and police-contributing country, Ukraine reaffirms its determination to effectively contribute to the fight against sexual exploitation and abuse,",_,_,_,_,_,_,_,940,1106,10,4,516,2,1019.0,20,"['20', '42', '40', '43', '44']",list,"['list', 'e-elaboration', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['As', 'an', 'active', 'troop-', 'and', 'police', '-', 'contributing', 'country', ',', 'Ukraine', 'reaffirms', 'its', 'determination', 'to', 'effectively', 'contribute', 'to', 'the', 'fight', 'against', 'sexual', 'exploitation', 'and', 'abuse', ',']",26,2029,8,5,4,"['20', '42']","['list', 'e-elaboration']",2,1
4465,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,1105,1136,20,to engage with all stakeholders,_,_,_,_,_,_,_,1107,1138,10,4,516,2,1019.0,21,"['21', '42', '40', '43', '44']",list,"['list', 'e-elaboration', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['to', 'engage', 'with', 'all', 'stakeholders']",5,2029,8,5,4,"['21', '42']","['list', 'e-elaboration']",2,1
4466,UNSC_2016_SPV.7643_spch012_edu_Ukraine.txt,UNSC_2016_SPV.7643_spch012,1137,1189,21,"and to implement the necessary steps and mechanisms,",_,_,_,_,_,_,_,1139,1191,10,4,516,2,1019.0,22,"['22', '41', '42', '40', '43', '44']",e-elaboration_nucleus,"['e-elaboration_nucleus', 'list', 'e-elaboration', 'e-elaboration_nucleus', 'preparation_nucleus', 'root']","['and', 'to', 'implement', 'the', 'necessary', 'steps', 'and', 'mechanisms', ',']",9,2029,8,6,5,"['22', '41', '42']","['e-elaboration_nucleus', 'list', 'e-elaboration']",3,2
